GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0006955	immune response	1297	145	48.02	< 1e-30
GO:0098542	defense response to other organism	853	112	31.58	< 1e-30
GO:0043207	response to external biotic stimulus	1125	121	41.65	9.4e-28
GO:0006952	defense response	1332	133	49.32	1.9e-27
GO:0051707	response to other organism	1121	120	41.5	2.5e-27
GO:0009607	response to biotic stimulus	1159	122	42.91	4.0e-27
GO:0002376	immune system process	2110	171	78.12	4.1e-25
GO:0044419	biological process involved in interspec...	1270	122	47.02	1.5e-23
GO:0045087	innate immune response	647	82	23.95	3.2e-23
GO:0042742	defense response to bacterium	233	45	8.63	3.2e-20
GO:0009617	response to bacterium	531	63	19.66	1.6e-16
GO:0050776	regulation of immune response	679	69	25.14	1.5e-14
GO:0050778	positive regulation of immune response	419	51	15.51	5.4e-14
GO:0002684	positive regulation of immune system pro...	713	69	26.4	1.7e-13
GO:0002250	adaptive immune response	342	44	12.66	4.6e-13
GO:0002252	immune effector process	499	54	18.48	1.2e-12
GO:0002682	regulation of immune system process	1184	93	43.84	2.0e-12
GO:0006959	humoral immune response	177	30	6.55	2.5e-12
GO:0001775	cell activation	884	76	32.73	3.8e-12
GO:0009605	response to external stimulus	2216	143	82.05	4.1e-12
GO:0002443	leukocyte mediated immunity	308	40	11.4	4.1e-12
GO:0045321	leukocyte activation	761	68	28.18	1.1e-11
GO:0019221	cytokine-mediated signaling pathway	382	44	14.14	2.1e-11
GO:0002703	regulation of leukocyte mediated immunit...	186	29	6.89	4.8e-11
GO:0001906	cell killing	153	26	5.66	6.9e-11
GO:0051607	defense response to virus	257	34	9.52	1.1e-10
GO:0140546	defense response to symbiont	258	34	9.55	1.2e-10
GO:0050829	defense response to Gram-negative bacter...	66	17	2.44	1.7e-10
GO:0002697	regulation of immune effector process	308	37	11.4	2.6e-10
GO:0002274	myeloid leukocyte activation	195	28	7.22	7.4e-10
GO:0002449	lymphocyte mediated immunity	221	29	8.18	3.1e-09
GO:0001819	positive regulation of cytokine producti...	402	41	14.88	4.1e-09
GO:0019730	antimicrobial humoral response	90	18	3.33	4.1e-09
GO:0050865	regulation of cell activation	500	47	18.51	4.1e-09
GO:0002694	regulation of leukocyte activation	456	44	16.88	6.0e-09
GO:0009615	response to virus	331	36	12.26	6.9e-09
GO:0034097	response to cytokine	739	60	27.36	7.8e-09
GO:0002253	activation of immune response	233	29	8.63	1.1e-08
GO:0050913	sensory perception of bitter taste	34	11	1.26	2.1e-08
GO:0071345	cellular response to cytokine stimulus	658	54	24.36	3.2e-08
GO:0007338	single fertilization	138	21	5.11	3.6e-08
GO:0050909	sensory perception of taste	52	13	1.93	3.6e-08
GO:0001580	detection of chemical stimulus involved ...	29	10	1.07	4.7e-08
GO:0002460	adaptive immune response based on somati...	238	28	8.81	6.4e-08
GO:0002819	regulation of adaptive immune response	156	22	5.78	6.9e-08
GO:0002706	regulation of lymphocyte mediated immuni...	134	20	4.96	1.0e-07
GO:0001817	regulation of cytokine production	630	51	23.33	1.2e-07
GO:0019731	antibacterial humoral response	40	11	1.48	1.4e-07
GO:0001816	cytokine production	636	51	23.55	1.7e-07
GO:0046649	lymphocyte activation	622	50	23.03	2.0e-07
GO:0002820	negative regulation of adaptive immune r...	42	11	1.56	2.4e-07
GO:0050912	detection of chemical stimulus involved ...	34	10	1.26	2.6e-07
GO:0031341	regulation of cell killing	71	14	2.63	2.7e-07
GO:0002822	regulation of adaptive immune response b...	142	20	5.26	2.8e-07
GO:0002456	T cell mediated immunity	82	15	3.04	2.8e-07
GO:0070663	regulation of leukocyte proliferation	212	25	7.85	3.1e-07
GO:0070661	leukocyte proliferation	273	29	10.11	3.4e-07
GO:0002768	immune response-regulating cell surface ...	177	22	6.55	6.5e-07
GO:0035036	sperm-egg recognition	46	11	1.7	6.7e-07
GO:0002251	organ or tissue specific immune response	22	8	0.81	6.8e-07
GO:0002698	negative regulation of immune effector p...	90	15	3.33	9.8e-07
GO:0050832	defense response to fungus	48	11	1.78	1.1e-06
GO:0009566	fertilization	168	21	6.22	1.1e-06
GO:0002823	negative regulation of adaptive immune r...	39	10	1.44	1.1e-06
GO:0031347	regulation of defense response	516	42	19.1	1.5e-06
GO:0002709	regulation of T cell mediated immunity	61	12	2.26	2.0e-06
GO:0007342	fusion of sperm to egg plasma membrane i...	25	8	0.93	2.1e-06
GO:0032944	regulation of mononuclear cell prolifera...	193	22	7.15	2.8e-06
GO:0002699	positive regulation of immune effector p...	208	23	7.7	2.8e-06
GO:0002385	mucosal immune response	19	7	0.7	3.1e-06
GO:0007339	binding of sperm to zona pellucida	35	9	1.3	3.7e-06
GO:0032943	mononuclear cell proliferation	243	25	9	4.0e-06
GO:0045089	positive regulation of innate immune res...	113	16	4.18	4.0e-06
GO:0006950	response to stress	3207	163	118.74	4.1e-06
GO:0002444	myeloid leukocyte mediated immunity	90	14	3.33	5.2e-06
GO:0002764	immune response-regulating signaling pat...	329	30	12.18	5.3e-06
GO:0019953	sexual reproduction	737	52	27.29	5.8e-06
GO:0006956	complement activation	47	10	1.74	6.7e-06
GO:0072677	eosinophil migration	21	7	0.78	6.8e-06
GO:0050670	regulation of lymphocyte proliferation	189	21	7	7.1e-06
GO:0045026	plasma membrane fusion	29	8	1.07	7.2e-06
GO:0046651	lymphocyte proliferation	236	24	8.74	7.5e-06
GO:0009620	response to fungus	58	11	2.15	7.6e-06
GO:0051249	regulation of lymphocyte activation	388	33	14.37	8.0e-06
GO:1903659	regulation of complement-dependent cytot...	5	4	0.19	9.0e-06
GO:0031349	positive regulation of defense response	240	24	8.89	1.0e-05
GO:0002704	negative regulation of leukocyte mediate...	40	9	1.48	1.2e-05
GO:0042110	T cell activation	432	35	15.99	1.2e-05
GO:0009988	cell-cell recognition	61	11	2.26	1.3e-05
