GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0050829	defense response to Gram-negative bacter...	66	17	2.44	1.7e-10
GO:0045087	innate immune response	647	82	23.95	8.5e-10
GO:0001580	detection of chemical stimulus involved ...	29	10	1.07	4.7e-08
GO:0019731	antibacterial humoral response	40	11	1.48	1.4e-07
GO:0042742	defense response to bacterium	233	45	8.63	1.7e-07
GO:0051607	defense response to virus	257	34	9.52	1.9e-07
GO:0019221	cytokine-mediated signaling pathway	382	44	14.14	3.9e-07
GO:0007342	fusion of sperm to egg plasma membrane i...	25	8	0.93	2.1e-06
GO:0007339	binding of sperm to zona pellucida	35	9	1.3	3.7e-06
GO:0002250	adaptive immune response	342	44	12.66	1.3e-05
GO:0050830	defense response to Gram-positive bacter...	87	13	3.22	1.8e-05
GO:0048245	eosinophil chemotaxis	17	6	0.63	2.2e-05
GO:0002227	innate immune response in mucosa	11	5	0.41	2.6e-05
GO:0030101	natural killer cell activation	66	11	2.44	2.7e-05
GO:0045071	negative regulation of viral genome repl...	39	8	1.44	7.5e-05
GO:0002830	positive regulation of type 2 immune res...	14	5	0.52	0.00010
GO:0035455	response to interferon-alpha	14	5	0.52	0.00010
GO:0071222	cellular response to lipopolysaccharide	164	17	6.07	0.00012
GO:0002218	activation of innate immune response	45	8	1.67	0.00022
GO:0048240	sperm capacitation	25	6	0.93	0.00024
GO:0042102	positive regulation of T cell proliferat...	85	11	3.15	0.00029
GO:0033005	positive regulation of mast cell activat...	17	5	0.63	0.00029
GO:0061760	antifungal innate immune response	17	5	0.63	0.00029
GO:0070269	pyroptosis	26	6	0.96	0.00031
GO:0010466	negative regulation of peptidase activit...	163	16	6.04	0.00036
GO:0002230	positive regulation of defense response ...	27	6	1	0.00038
GO:0031295	T cell costimulation	27	6	1	0.00038
GO:0038095	Fc-epsilon receptor signaling pathway	5	3	0.19	0.00048
GO:0045959	negative regulation of complement activa...	5	3	0.19	0.00048
GO:0061844	antimicrobial humoral immune response me...	64	9	2.37	0.00055
GO:0031640	killing of cells of another organism	64	9	2.37	0.00055
GO:0002825	regulation of T-helper 1 type immune res...	29	6	1.07	0.00058
GO:0006955	immune response	1297	145	48.02	0.00061
GO:0030593	neutrophil chemotaxis	80	10	2.96	0.00071
GO:0032757	positive regulation of interleukin-8 pro...	54	8	2	0.00078
GO:0030888	regulation of B cell proliferation	54	8	2	0.00078
GO:0006956	complement activation	47	10	1.74	0.00078
GO:0050832	defense response to fungus	48	11	1.78	0.00080
GO:0035458	cellular response to interferon-beta	21	5	0.78	0.00085
GO:0071346	cellular response to interferon-gamma	98	11	3.63	0.00099
GO:0072683	T cell extravasation	13	4	0.48	0.00102
GO:0032760	positive regulation of tumor necrosis fa...	84	10	3.11	0.00105
GO:0071347	cellular response to interleukin-1	84	10	3.11	0.00105
GO:0042267	natural killer cell mediated cytotoxicit...	44	7	1.63	0.00107
GO:1903660	negative regulation of complement-depend...	2	2	0.07	0.00137
GO:0097528	execution phase of necroptosis	2	2	0.07	0.00137
GO:0030887	positive regulation of myeloid dendritic...	2	2	0.07	0.00137
GO:0032722	positive regulation of chemokine product...	60	8	2.22	0.00158
GO:0038156	interleukin-3-mediated signaling pathway	7	3	0.26	0.00158
GO:0002710	negative regulation of T cell mediated i...	15	4	0.56	0.00183
GO:0048247	lymphocyte chemotaxis	49	7	1.81	0.00204
GO:0071356	cellular response to tumor necrosis fact...	175	15	6.48	0.00219
GO:0050727	regulation of inflammatory response	300	24	11.11	0.00235
GO:0002429	immune response-activating cell surface ...	164	16	6.07	0.00243
GO:0051838	cytolysis by host of symbiont cells	8	3	0.3	0.00246
GO:0006977	DNA damage response, signal transduction...	8	3	0.3	0.00246
GO:0097527	necroptotic signaling pathway	8	3	0.3	0.00246
GO:0002691	regulation of cellular extravasation	38	6	1.41	0.00252
GO:0010921	regulation of phosphatase activity	65	8	2.41	0.00265
GO:0072540	T-helper 17 cell lineage commitment	17	4	0.63	0.00301
GO:0045624	positive regulation of T-helper cell dif...	17	4	0.63	0.00301
GO:0002768	immune response-regulating cell surface ...	177	22	6.55	0.00336
GO:0140374	antiviral innate immune response	41	6	1.52	0.00374
GO:0070098	chemokine-mediated signaling pathway	69	8	2.55	0.00385
GO:1903659	regulation of complement-dependent cytot...	5	4	0.19	0.00398
GO:0007259	receptor signaling pathway via JAK-STAT	134	12	4.96	0.00411
GO:0008228	opsonization	19	4	0.7	0.00462
GO:0008584	male gonad development	120	11	4.44	0.00494
GO:0006924	activation-induced cell death of T cells	10	3	0.37	0.00499
GO:1902563	regulation of neutrophil activation	10	3	0.37	0.00499
GO:0010526	negative regulation of transposition, RN...	10	3	0.37	0.00499
GO:0032754	positive regulation of interleukin-5 pro...	10	3	0.37	0.00499
GO:2000551	regulation of T-helper 2 cell cytokine p...	10	3	0.37	0.00499
GO:1901731	positive regulation of platelet aggregat...	10	3	0.37	0.00499
GO:0002920	regulation of humoral immune response	36	8	1.33	0.00512
GO:0046596	regulation of viral entry into host cell	31	5	1.15	0.00523
GO:0002639	positive regulation of immunoglobulin pr...	44	6	1.63	0.00535
GO:0043303	mast cell degranulation	43	8	1.59	0.00550
GO:0043302	positive regulation of leukocyte degranu...	20	4	0.74	0.00561
GO:0001916	positive regulation of T cell mediated c...	20	4	0.74	0.00561
GO:0007340	acrosome reaction	32	5	1.18	0.00601
GO:0031341	regulation of cell killing	71	14	2.63	0.00628
GO:0002251	organ or tissue specific immune response	22	8	0.81	0.00652
GO:0032736	positive regulation of interleukin-13 pr...	11	3	0.41	0.00667
GO:0007343	egg activation	11	3	0.41	0.00667
GO:0035723	interleukin-15-mediated signaling pathwa...	11	3	0.41	0.00667
GO:0032731	positive regulation of interleukin-1 bet...	46	6	1.7	0.00667
GO:1904894	positive regulation of receptor signalin...	46	6	1.7	0.00667
GO:0001562	response to protozoan	21	4	0.78	0.00673
GO:0002717	positive regulation of natural killer ce...	21	4	0.78	0.00673
GO:1903901	negative regulation of viral life cycle	21	4	0.78	0.00673
GO:0035821	modulation of process of another organis...	21	4	0.78	0.00673
GO:0034113	heterotypic cell-cell adhesion	47	6	1.74	0.00742
GO:0002820	negative regulation of adaptive immune r...	42	11	1.56	0.00768
GO:0009609	response to symbiotic bacterium	4	2	0.15	0.00781
GO:0048006	antigen processing and presentation, end...	4	2	0.15	0.00781
GO:0050859	negative regulation of B cell receptor s...	4	2	0.15	0.00781
GO:0006968	cellular defense response	34	5	1.26	0.00782
GO:0002886	regulation of myeloid leukocyte mediated...	45	8	1.67	0.00784
GO:0042119	neutrophil activation	32	7	1.18	0.00786
GO:0032945	negative regulation of mononuclear cell ...	63	7	2.33	0.00845
GO:0150079	negative regulation of neuroinflammatory...	12	3	0.44	0.00865
GO:0001774	microglial cell activation	35	5	1.3	0.00885
GO:0002701	negative regulation of production of mol...	35	5	1.3	0.00885
GO:0140632	inflammasome complex assembly	35	5	1.3	0.00885
GO:0050868	negative regulation of T cell activation	96	9	3.55	0.00913
GO:0043030	regulation of macrophage activation	46	8	1.7	0.00922
GO:0043304	regulation of mast cell degranulation	23	4	0.85	0.00940
GO:0032740	positive regulation of interleukin-17 pr...	23	4	0.85	0.00940
GO:0043032	positive regulation of macrophage activa...	23	4	0.85	0.00940
GO:0002548	monocyte chemotaxis	50	6	1.85	0.01000
GO:0001961	positive regulation of cytokine-mediated...	50	6	1.85	0.01000
GO:0030449	regulation of complement activation	18	6	0.67	0.01079
GO:0002720	positive regulation of cytokine producti...	66	7	2.44	0.01083
GO:0060046	regulation of acrosome reaction	13	3	0.48	0.01094
GO:0002323	natural killer cell activation involved ...	13	3	0.48	0.01094
GO:0030889	negative regulation of B cell proliferat...	13	3	0.48	0.01094
GO:0070498	interleukin-1-mediated signaling pathway	24	4	0.89	0.01096
GO:0042531	positive regulation of tyrosine phosphor...	51	6	1.89	0.01099
GO:0002695	negative regulation of leukocyte activat...	148	15	5.48	0.01151
GO:0002526	acute inflammatory response	83	8	3.07	0.01162
GO:0060337	type I interferon signaling pathway	52	6	1.93	0.01205
GO:0071357	cellular response to type I interferon	52	6	1.93	0.01205
GO:0031349	positive regulation of defense response	240	24	8.89	0.01239
GO:1903555	regulation of tumor necrosis factor supe...	137	16	5.07	0.01244
GO:0071706	tumor necrosis factor superfamily cytoki...	137	16	5.07	0.01244
GO:0006953	acute-phase response	38	5	1.41	0.01250
GO:0035456	response to interferon-beta	26	7	0.96	0.01252
GO:0001914	regulation of T cell mediated cytotoxici...	25	6	0.93	0.01256
GO:0002765	immune response-inhibiting signal transd...	5	2	0.19	0.01270
GO:0036015	response to interleukin-3	5	2	0.19	0.01270
GO:0036016	cellular response to interleukin-3	5	2	0.19	0.01270
GO:2000416	regulation of eosinophil migration	5	2	0.19	0.01270
GO:0033634	positive regulation of cell-cell adhesio...	5	2	0.19	0.01270
GO:0045630	positive regulation of T-helper 2 cell d...	5	2	0.19	0.01270
GO:0070661	leukocyte proliferation	273	29	10.11	0.01285
GO:0006957	complement activation, alternative pathw...	14	3	0.52	0.01354
GO:0043306	positive regulation of mast cell degranu...	14	3	0.52	0.01354
GO:1903027	regulation of opsonization	14	3	0.52	0.01354
GO:0023035	CD40 signaling pathway	14	3	0.52	0.01354
GO:0033008	positive regulation of mast cell activat...	14	3	0.52	0.01354
GO:0001910	regulation of leukocyte mediated cytotox...	59	9	2.18	0.01359
GO:0051293	establishment of spindle localization	54	6	2	0.01437
GO:0010922	positive regulation of phosphatase activ...	26	4	0.96	0.01454
GO:0050729	positive regulation of inflammatory resp...	122	10	4.52	0.01515
GO:0002456	T cell mediated immunity	82	15	3.04	0.01605
GO:0032649	regulation of interferon-gamma productio...	88	8	3.26	0.01615
GO:0032609	interferon-gamma production	88	8	3.26	0.01615
GO:0051873	killing by host of symbiont cells	23	6	0.85	0.01626
GO:0045064	T-helper 2 cell differentiation	15	3	0.56	0.01647
GO:0043031	negative regulation of macrophage activa...	15	3	0.56	0.01647
GO:0050853	B cell receptor signaling pathway	45	7	1.67	0.01683
GO:0006954	inflammatory response	642	45	23.77	0.01735
GO:0050851	antigen receptor-mediated signaling path...	130	12	4.81	0.01823
GO:0002705	positive regulation of leukocyte mediate...	113	15	4.18	0.01837
GO:0060760	positive regulation of response to cytok...	57	6	2.11	0.01841
GO:0043313	regulation of neutrophil degranulation	6	2	0.22	0.01859
GO:0033141	positive regulation of peptidyl-serine p...	6	2	0.22	0.01859
GO:0002826	negative regulation of T-helper 1 type i...	6	2	0.22	0.01859
GO:0106300	protein-DNA covalent cross-linking repai...	6	2	0.22	0.01859
GO:0045341	MHC class I biosynthetic process	6	2	0.22	0.01859
GO:0045343	regulation of MHC class I biosynthetic p...	6	2	0.22	0.01859
GO:0048007	antigen processing and presentation, exo...	6	2	0.22	0.01859
GO:0060332	positive regulation of response to inter...	6	2	0.22	0.01859
GO:0060335	positive regulation of interferon-gamma-...	6	2	0.22	0.01859
GO:2000659	regulation of interleukin-1-mediated sig...	6	2	0.22	0.01859
GO:0060545	positive regulation of necroptotic proce...	6	2	0.22	0.01859
GO:0070663	regulation of leukocyte proliferation	212	25	7.85	0.01870
GO:0019884	antigen processing and presentation of e...	28	4	1.04	0.01880
GO:0150077	regulation of neuroinflammatory response	28	6	1.04	0.01949
GO:0002730	regulation of dendritic cell cytokine pr...	16	3	0.59	0.01973
GO:0032516	positive regulation of phosphoprotein ph...	16	3	0.59	0.01973
GO:0046597	negative regulation of viral entry into ...	16	3	0.59	0.01973
GO:0043045	DNA methylation involved in embryo devel...	16	3	0.59	0.01973
GO:0002371	dendritic cell cytokine production	16	3	0.59	0.01973
GO:1901538	changes to DNA methylation involved in e...	16	3	0.59	0.01973
GO:0034340	response to type I interferon	58	6	2.15	0.01991
GO:0098542	defense response to other organism	853	112	31.58	0.02066
GO:0002446	neutrophil mediated immunity	29	4	1.07	0.02118
GO:0051653	spindle localization	59	6	2.18	0.02150
GO:0048232	male gamete generation	491	32	18.18	0.02255
GO:0001895	retina homeostasis	60	6	2.22	0.02316
GO:0071260	cellular response to mechanical stimulus	60	6	2.22	0.02316
GO:0002888	positive regulation of myeloid leukocyte...	17	3	0.63	0.02331
GO:0002544	chronic inflammatory response	17	3	0.63	0.02331
GO:0002693	positive regulation of cellular extravas...	17	3	0.63	0.02331
GO:0032743	positive regulation of interleukin-2 pro...	30	4	1.11	0.02375
GO:2000352	negative regulation of endothelial cell ...	30	4	1.11	0.02375
GO:1900225	regulation of NLRP3 inflammasome complex...	30	4	1.11	0.02375
GO:0032653	regulation of interleukin-10 production	45	5	1.67	0.02467
GO:0032613	interleukin-10 production	45	5	1.67	0.02467
GO:0098586	cellular response to virus	78	7	2.89	0.02523
