GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0048519	negative regulation of biological proces...	270	31	9.56	4.0e-09
GO:0048523	negative regulation of cellular process	249	29	8.82	9.7e-09
GO:0000018	regulation of DNA recombination	8	6	0.28	4.9e-08
GO:0060255	regulation of macromolecule metabolic pr...	737	53	26.1	2.0e-07
GO:0031323	regulation of cellular metabolic process	700	51	24.79	2.4e-07
GO:0006310	DNA recombination	66	13	2.34	3.7e-07
GO:0019222	regulation of metabolic process	779	54	27.58	5.0e-07
GO:0031324	negative regulation of cellular metaboli...	144	19	5.1	6.0e-07
GO:0010605	negative regulation of macromolecule met...	160	20	5.67	7.2e-07
GO:0010468	regulation of gene expression	629	46	22.27	9.9e-07
GO:0010556	regulation of macromolecule biosynthetic...	633	46	22.41	1.2e-06
GO:0031326	regulation of cellular biosynthetic proc...	635	46	22.49	1.3e-06
GO:0009892	negative regulation of metabolic process	167	20	5.91	1.4e-06
GO:0009889	regulation of biosynthetic process	638	46	22.59	1.5e-06
GO:0010558	negative regulation of macromolecule bio...	128	17	4.53	2.2e-06
GO:0031327	negative regulation of cellular biosynth...	129	17	4.57	2.4e-06
GO:0009890	negative regulation of biosynthetic proc...	130	17	4.6	2.7e-06
GO:0080090	regulation of primary metabolic process	673	47	23.83	2.7e-06
GO:0050794	regulation of cellular process	1658	89	58.71	4.3e-06
GO:0051171	regulation of nitrogen compound metaboli...	672	46	23.8	6.2e-06
GO:0010569	regulation of double-strand break repair...	5	4	0.18	7.4e-06
GO:0050789	regulation of biological process	1758	92	62.25	8.2e-06
GO:0045934	negative regulation of nucleobase-contai...	64	11	2.27	1.2e-05
GO:0051172	negative regulation of nitrogen compound...	117	15	4.14	1.4e-05
GO:2000779	regulation of double-strand break repair	11	5	0.39	2.1e-05
GO:0031325	positive regulation of cellular metaboli...	125	15	4.43	3.0e-05
GO:0065007	biological regulation	1815	92	64.27	3.3e-05
GO:0006950	response to stress	370	29	13.1	3.8e-05
GO:0032502	developmental process	261	23	9.24	4.3e-05
GO:0048522	positive regulation of cellular process	199	19	7.05	7.0e-05
GO:0051052	regulation of DNA metabolic process	31	7	1.1	8.1e-05
GO:0010629	negative regulation of gene expression	78	11	2.76	8.2e-05
GO:0048856	anatomical structure development	220	20	7.79	9.0e-05
GO:0006282	regulation of DNA repair	15	5	0.53	0.00012
GO:0019219	regulation of nucleobase-containing comp...	541	36	19.16	0.00014
GO:0032501	multicellular organismal process	227	20	8.04	0.00014
GO:0051240	positive regulation of multicellular org...	24	6	0.85	0.00015
GO:0048513	animal organ development	83	11	2.94	0.00015
GO:0045892	negative regulation of DNA-templated tra...	59	9	2.09	0.00020
GO:1902679	negative regulation of RNA biosynthetic ...	59	9	2.09	0.00020
GO:0051253	negative regulation of RNA metabolic pro...	61	9	2.16	0.00026
GO:0010604	positive regulation of macromolecule met...	151	15	5.35	0.00027
GO:0044419	biological process involved in interspec...	63	9	2.23	0.00033
GO:0080135	regulation of cellular response to stres...	28	6	0.99	0.00036
GO:0030155	regulation of cell adhesion	11	4	0.39	0.00041
GO:0044403	biological process involved in symbiotic...	5	3	0.18	0.00042
GO:0050769	positive regulation of neurogenesis	5	3	0.18	0.00042
GO:0006302	double-strand break repair	52	8	1.84	0.00043
GO:0006417	regulation of translation	52	8	1.84	0.00043
GO:0009893	positive regulation of metabolic process	158	15	5.59	0.00044
GO:0009891	positive regulation of biosynthetic proc...	94	11	3.33	0.00044
GO:0010557	positive regulation of macromolecule bio...	94	11	3.33	0.00044
GO:0031328	positive regulation of cellular biosynth...	94	11	3.33	0.00044
GO:0034248	regulation of amide metabolic process	53	8	1.88	0.00049
GO:0000724	double-strand break repair via homologou...	30	6	1.06	0.00054
GO:0048568	embryonic organ development	12	4	0.42	0.00061
GO:0000725	recombinational repair	31	6	1.1	0.00064
GO:0033554	cellular response to stress	275	21	9.74	0.00067
GO:0010608	post-transcriptional regulation of gene ...	57	8	2.02	0.00080
GO:0051962	positive regulation of nervous system de...	6	3	0.21	0.00081
GO:0051607	defense response to virus	13	4	0.46	0.00085
GO:0140546	defense response to symbiont	13	4	0.46	0.00085
GO:0051246	regulation of protein metabolic process	154	14	5.45	0.00104
GO:0051173	positive regulation of nitrogen compound...	137	13	4.85	0.00106
GO:0010628	positive regulation of gene expression	34	6	1.2	0.00108
GO:0048518	positive regulation of biological proces...	248	19	8.78	0.00117
GO:0051252	regulation of RNA metabolic process	517	32	18.31	0.00118
GO:0007586	digestion	2	2	0.07	0.00125
GO:0022600	digestive system process	2	2	0.07	0.00125
GO:0032231	regulation of actin filament bundle asse...	2	2	0.07	0.00125
GO:0032232	negative regulation of actin filament bu...	2	2	0.07	0.00125
GO:0032488	Cdc42 protein signal transduction	2	2	0.07	0.00125
GO:0045911	positive regulation of DNA recombination	2	2	0.07	0.00125
GO:1905168	positive regulation of double-strand bre...	2	2	0.07	0.00125
GO:0050896	response to stimulus	1225	62	43.38	0.00131
GO:0006974	DNA damage response	213	17	7.54	0.00136
GO:0001819	positive regulation of cytokine producti...	7	3	0.25	0.00138
GO:0007368	determination of left/right symmetry	7	3	0.25	0.00138
GO:0010389	regulation of G2/M transition of mitotic...	7	3	0.25	0.00138
GO:0060972	left/right pattern formation	7	3	0.25	0.00138
GO:0070192	chromosome organization involved in meio...	7	3	0.25	0.00138
GO:0050793	regulation of developmental process	62	8	2.2	0.00141
GO:0009615	response to virus	15	4	0.53	0.00153
GO:0051239	regulation of multicellular organismal p...	50	7	1.77	0.00173
GO:0051254	positive regulation of RNA metabolic pro...	79	9	2.8	0.00177
GO:0007275	multicellular organism development	145	13	5.13	0.00178
GO:0006355	regulation of DNA-templated transcriptio...	490	30	17.35	0.00202
GO:2001141	regulation of RNA biosynthetic process	491	30	17.39	0.00208
GO:0009799	specification of symmetry	8	3	0.28	0.00215
GO:0009855	determination of bilateral symmetry	8	3	0.28	0.00215
GO:0050767	regulation of neurogenesis	8	3	0.28	0.00215
GO:1902749	regulation of cell cycle G2/M phase tran...	8	3	0.28	0.00215
GO:0080134	regulation of response to stress	52	7	1.84	0.00218
GO:0072359	circulatory system development	27	5	0.96	0.00227
GO:0007507	heart development	17	4	0.6	0.00253
GO:0045595	regulation of cell differentiation	28	5	0.99	0.00268
GO:0009607	response to biotic stimulus	55	7	1.95	0.00303
GO:0006351	DNA-templated transcription	571	33	20.22	0.00307
GO:0000086	G2/M transition of mitotic cell cycle	9	3	0.32	0.00314
GO:0010720	positive regulation of cell development	9	3	0.32	0.00314
GO:1901987	regulation of cell cycle phase transitio...	29	5	1.03	0.00315
GO:1901990	regulation of mitotic cell cycle phase t...	18	4	0.64	0.00316
GO:0045935	positive regulation of nucleobase-contai...	86	9	3.05	0.00320
GO:0000959	mitochondrial RNA metabolic process	3	2	0.11	0.00366
GO:0002064	epithelial cell development	3	2	0.11	0.00366
GO:0007095	mitotic G2 DNA damage checkpoint signali...	3	2	0.11	0.00366
GO:0010833	telomere maintenance via telomere length...	3	2	0.11	0.00366
GO:0033617	mitochondrial cytochrome c oxidase assem...	3	2	0.11	0.00366
GO:0045910	negative regulation of DNA recombination	3	2	0.11	0.00366
GO:0051017	actin filament bundle assembly	3	2	0.11	0.00366
GO:0051053	negative regulation of DNA metabolic pro...	3	2	0.11	0.00366
GO:0051701	biological process involved in interacti...	3	2	0.11	0.00366
GO:0061351	neural precursor cell proliferation	3	2	0.11	0.00366
GO:0061383	trabecula morphogenesis	3	2	0.11	0.00366
GO:0061572	actin filament bundle organization	3	2	0.11	0.00366
GO:2000177	regulation of neural precursor cell prol...	3	2	0.11	0.00366
GO:2000179	positive regulation of neural precursor ...	3	2	0.11	0.00366
GO:0010564	regulation of cell cycle process	43	6	1.52	0.00375
GO:0032774	RNA biosynthetic process	579	33	20.5	0.00382
GO:0048583	regulation of response to stimulus	159	13	5.63	0.00401
GO:0007155	cell adhesion	89	9	3.15	0.00403
GO:0000122	negative regulation of transcription by ...	31	5	1.1	0.00426
GO:0009605	response to external stimulus	90	9	3.19	0.00434
GO:0001894	tissue homeostasis	10	3	0.35	0.00437
GO:0003007	heart morphogenesis	10	3	0.35	0.00437
GO:0008285	negative regulation of cell population p...	10	3	0.35	0.00437
GO:0044839	cell cycle G2/M phase transition	10	3	0.35	0.00437
GO:0060249	anatomical structure homeostasis	10	3	0.35	0.00437
GO:0051726	regulation of cell cycle	75	8	2.66	0.00476
GO:0006996	organelle organization	476	28	16.85	0.00502
GO:0022402	cell cycle process	128	11	4.53	0.00546
GO:0048731	system development	128	11	4.53	0.00546
GO:0001501	skeletal system development	11	3	0.39	0.00585
GO:0001816	cytokine production	11	3	0.39	0.00585
GO:0001817	regulation of cytokine production	11	3	0.39	0.00585
GO:0051093	negative regulation of developmental pro...	11	3	0.39	0.00585
GO:0006915	apoptotic process	95	9	3.36	0.00621
GO:0007049	cell cycle	207	15	7.33	0.00641
GO:0003181	atrioventricular valve morphogenesis	4	2	0.14	0.00714
GO:0003190	atrioventricular valve formation	4	2	0.14	0.00714
GO:0007416	synapse assembly	4	2	0.14	0.00714
GO:0010001	glial cell differentiation	4	2	0.14	0.00714
GO:0030514	negative regulation of BMP signaling pat...	4	2	0.14	0.00714
GO:0035023	regulation of Rho protein signal transdu...	4	2	0.14	0.00714
GO:0044818	mitotic G2/M transition checkpoint	4	2	0.14	0.00714
GO:0046620	regulation of organ growth	4	2	0.14	0.00714
GO:0090101	negative regulation of transmembrane rec...	4	2	0.14	0.00714
GO:0090288	negative regulation of cellular response...	4	2	0.14	0.00714
GO:0098781	ncRNA transcription	4	2	0.14	0.00714
GO:2000781	positive regulation of double-strand bre...	4	2	0.14	0.00714
GO:0006402	mRNA catabolic process	35	5	1.24	0.00725
GO:0044770	cell cycle phase transition	35	5	1.24	0.00725
