GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0030155	regulation of cell adhesion	11	4	0.39	0.00041
GO:0050769	positive regulation of neurogenesis	5	3	0.18	0.00042
GO:0006417	regulation of translation	52	8	1.84	0.00043
GO:0048568	embryonic organ development	12	4	0.42	0.00061
GO:0051607	defense response to virus	13	4	0.46	0.00085
GO:0006310	DNA recombination	66	13	2.34	0.00099
GO:1905168	positive regulation of double-strand bre...	2	2	0.07	0.00125
GO:0032488	Cdc42 protein signal transduction	2	2	0.07	0.00125
GO:0022600	digestive system process	2	2	0.07	0.00125
GO:0032232	negative regulation of actin filament bu...	2	2	0.07	0.00125
GO:0001819	positive regulation of cytokine producti...	7	3	0.25	0.00138
GO:0070192	chromosome organization involved in meio...	7	3	0.25	0.00138
GO:0007368	determination of left/right symmetry	7	3	0.25	0.00138
GO:0010629	negative regulation of gene expression	78	11	2.76	0.00344
GO:0010569	regulation of double-strand break repair...	5	4	0.18	0.00359
GO:0033617	mitochondrial cytochrome c oxidase assem...	3	2	0.11	0.00366
GO:0045910	negative regulation of DNA recombination	3	2	0.11	0.00366
GO:2000179	positive regulation of neural precursor ...	3	2	0.11	0.00366
GO:0061383	trabecula morphogenesis	3	2	0.11	0.00366
GO:0051701	biological process involved in interacti...	3	2	0.11	0.00366
GO:0010833	telomere maintenance via telomere length...	3	2	0.11	0.00366
GO:0007095	mitotic G2 DNA damage checkpoint signali...	3	2	0.11	0.00366
GO:0000959	mitochondrial RNA metabolic process	3	2	0.11	0.00366
GO:0002064	epithelial cell development	3	2	0.11	0.00366
GO:0000122	negative regulation of transcription by ...	31	5	1.1	0.00426
GO:0001894	tissue homeostasis	10	3	0.35	0.00437
GO:0003007	heart morphogenesis	10	3	0.35	0.00437
GO:0008285	negative regulation of cell population p...	10	3	0.35	0.00437
GO:0051093	negative regulation of developmental pro...	11	3	0.39	0.00585
GO:0001501	skeletal system development	11	3	0.39	0.00585
GO:0006915	apoptotic process	95	9	3.36	0.00621
GO:0010001	glial cell differentiation	4	2	0.14	0.00714
GO:0046620	regulation of organ growth	4	2	0.14	0.00714
GO:0003190	atrioventricular valve formation	4	2	0.14	0.00714
GO:0098781	ncRNA transcription	4	2	0.14	0.00714
GO:0030514	negative regulation of BMP signaling pat...	4	2	0.14	0.00714
GO:0035023	regulation of Rho protein signal transdu...	4	2	0.14	0.00714
GO:0007416	synapse assembly	4	2	0.14	0.00714
GO:0006402	mRNA catabolic process	35	5	1.24	0.00725
GO:0051172	negative regulation of nitrogen compound...	117	15	4.14	0.00749
GO:0045893	positive regulation of DNA-templated tra...	67	7	2.37	0.00908
GO:0007517	muscle organ development	13	3	0.46	0.00963
GO:0031325	positive regulation of cellular metaboli...	125	15	4.43	0.01000
GO:0045944	positive regulation of transcription by ...	38	5	1.35	0.01030
GO:0042981	regulation of apoptotic process	70	7	2.48	0.01145
GO:0001947	heart looping	5	2	0.18	0.01163
GO:0042026	protein refolding	5	2	0.18	0.01163
GO:0003143	embryonic heart tube morphogenesis	5	2	0.18	0.01163
GO:0061371	determination of heart left/right asymme...	5	2	0.18	0.01163
GO:0035050	embryonic heart tube development	5	2	0.18	0.01163
GO:0007162	negative regulation of cell adhesion	5	2	0.18	0.01163
GO:0007129	homologous chromosome pairing at meiosis	5	2	0.18	0.01163
GO:0061982	meiosis I cell cycle process	14	3	0.5	0.01194
GO:0007127	meiosis I	14	3	0.5	0.01194
GO:0043067	regulation of programmed cell death	72	7	2.55	0.01326
GO:0045892	negative regulation of DNA-templated tra...	59	9	2.09	0.01512
GO:1902679	negative regulation of RNA biosynthetic ...	59	9	2.09	0.01512
GO:0006360	transcription by RNA polymerase I	6	2	0.21	0.01704
GO:0001889	liver development	6	2	0.21	0.01704
GO:0045143	homologous chromosome segregation	6	2	0.21	0.01704
GO:0048513	animal organ development	83	11	2.94	0.01719
GO:0045934	negative regulation of nucleobase-contai...	64	11	2.27	0.01863
GO:0051253	negative regulation of RNA metabolic pro...	61	9	2.16	0.01918
GO:0010257	NADH dehydrogenase complex assembly	17	3	0.6	0.02063
GO:0032981	mitochondrial respiratory chain complex ...	17	3	0.6	0.02063
GO:0051345	positive regulation of hydrolase activit...	17	3	0.6	0.02063
GO:0140013	meiotic nuclear division	17	3	0.6	0.02063
GO:0000902	cell morphogenesis	31	4	1.1	0.02274
GO:0080090	regulation of primary metabolic process	673	47	23.83	0.02305
GO:0061008	hepaticobiliary system development	7	2	0.25	0.02330
GO:0010212	response to ionizing radiation	7	2	0.25	0.02330
GO:0030490	maturation of SSU-rRNA	7	2	0.25	0.02330
GO:0061448	connective tissue development	7	2	0.25	0.02330
GO:0005976	polysaccharide metabolic process	18	3	0.64	0.02412
GO:0019219	regulation of nucleobase-containing comp...	541	36	19.16	0.02702
GO:0006950	response to stress	370	29	13.1	0.02704
GO:0048729	tissue morphogenesis	19	3	0.67	0.02791
GO:0048732	gland development	8	2	0.28	0.03036
GO:0001822	kidney development	8	2	0.28	0.03036
GO:0045596	negative regulation of cell differentiat...	8	2	0.28	0.03036
GO:0000271	polysaccharide biosynthetic process	8	2	0.28	0.03036
GO:0001503	ossification	8	2	0.28	0.03036
GO:0045132	meiotic chromosome segregation	8	2	0.28	0.03036
GO:0035295	tube development	20	3	0.71	0.03200
GO:0051173	positive regulation of nitrogen compound...	137	13	4.85	0.03359
GO:0051252	regulation of RNA metabolic process	517	32	18.31	0.03415
GO:0010669	epithelial structure maintenance	1	1	0.04	0.03541
GO:0046621	negative regulation of organ growth	1	1	0.04	0.03541
GO:0097222	mitochondrial mRNA polyadenylation	1	1	0.04	0.03541
GO:0061668	mitochondrial ribosome assembly	1	1	0.04	0.03541
GO:0048799	animal organ maturation	1	1	0.04	0.03541
GO:0044406	adhesion of symbiont to host	1	1	0.04	0.03541
GO:0043247	telomere maintenance in response to DNA ...	1	1	0.04	0.03541
GO:0061009	common bile duct development	1	1	0.04	0.03541
GO:0006356	regulation of transcription by RNA polym...	1	1	0.04	0.03541
GO:1900044	regulation of protein K63-linked ubiquit...	1	1	0.04	0.03541
GO:1902285	semaphorin-plexin signaling pathway invo...	1	1	0.04	0.03541
GO:1900045	negative regulation of protein K63-linke...	1	1	0.04	0.03541
GO:1902287	semaphorin-plexin signaling pathway invo...	1	1	0.04	0.03541
GO:0050772	positive regulation of axonogenesis	1	1	0.04	0.03541
GO:0070977	bone maturation	1	1	0.04	0.03541
GO:0031120	snRNA pseudouridine synthesis	1	1	0.04	0.03541
GO:0031126	sno(s)RNA 3'-end processing	1	1	0.04	0.03541
GO:0044650	adhesion of symbiont to host cell	1	1	0.04	0.03541
GO:0090646	mitochondrial tRNA processing	1	1	0.04	0.03541
GO:0016074	sno(s)RNA metabolic process	1	1	0.04	0.03541
GO:0032978	protein insertion into membrane from inn...	1	1	0.04	0.03541
GO:0032979	protein insertion into mitochondrial inn...	1	1	0.04	0.03541
GO:1904862	inhibitory synapse assembly	1	1	0.04	0.03541
GO:0072695	regulation of DNA recombination at telom...	1	1	0.04	0.03541
GO:0002230	positive regulation of defense response ...	1	1	0.04	0.03541
GO:0008653	lipopolysaccharide metabolic process	1	1	0.04	0.03541
GO:0045943	positive regulation of transcription by ...	1	1	0.04	0.03541
GO:0052572	response to host immune response	1	1	0.04	0.03541
GO:0051274	beta-glucan biosynthetic process	1	1	0.04	0.03541
GO:0051278	fungal-type cell wall polysaccharide bio...	1	1	0.04	0.03541
GO:1900220	semaphorin-plexin signaling pathway invo...	1	1	0.04	0.03541
GO:0008625	extrinsic apoptotic signaling pathway vi...	1	1	0.04	0.03541
GO:0009301	snRNA transcription	1	1	0.04	0.03541
